"Label (Grouping)","Colorado!!Estimate","Boulder, CO Metro Area!!Estimate","Colorado Springs, CO Metro Area!!Estimate","Denver-Aurora-Centennial, CO Metro Area!!Estimate","Fort Collins-Loveland, CO Metro Area!!Estimate","Grand Junction, CO Metro Area!!Estimate","Greeley, CO Metro Area!!Estimate","Pueblo, CO Metro Area!!Estimate","Rifle, CO Micro Area!!Estimate"
"Total","5,877,610","326,831","768,832","3,005,131","370,771","159,681","359,442","169,422","78,759"
